SLA Status,Trạng thái SLA,
Salutation,Xưng hô,
Script,Script,
Series,ID,
Source,Nguồn,
Source Name,Tên nguồn,
Start Date,Ngày bắt đầu,
Start Time,Giờ bắt đầu,
Status,Trạng thái,
Status Change Log,Lịch sử thay đổi trạng thái,
Subdomain,Tên miền phụ,
Telephony Medium,Phương tiện điện thoại,
Territory,Khu vực,
Territory Manager,Quản lý khu vực,
Territory Name,Tên khu vực,
Title,Tiêu đề,
Title Field,Tiêu đề Trường,
To,ĐẾN,
To Date,Đến ngày,
To User,Đến người dùng,
Total Holidays,Tổng số ngày nghỉ lễ,
TwiML SID,TwiML SID,
Twilio,Twilio,
Twilio Number,Twilio Number,
Type,Kiểu,
User,Người dùng,
User Name,Tên người dùng,
Validity,Hiệu lực,
Webhook Verify Token,Mã xác thực Webhook,
Website,Website,
Weekly Off,Nghỉ hàng tuần,
Workday,Ngày làm việc,
Working Hours,Giờ làm việc,
Call Logs,Nhật ký cuộc gọi,
Select language,Lựa chọn ngôn ngữ,
Vietnamese,Tiếng việt,
English,Tiếng anh,
Last Modified,Sửa đổi lần cuối,
Clear,Xóa,
John Doe,Chọn,
No results found,Không tìm thấy kết quả nào,
Support,Hỗ trợ,
Toggle theme,Chuyển đổi giao diện,
Docs, Tài liệu,
Collapse,Thu gọn,
Last name,Họ,
Set new password,Đặt mật khẩu mới,
General,Tổng quát,
Brand Name,Tên thương hiệu,
Notes,Ghi chú,
Tasks,Công việc,
Press enter to add email,Nhấn Enter để thêm email,
"Can manage and invite new members, and create public & private views (reports).","Có thể quản lý và mời thành viên mới, đồng thời tạo các chế độ xem (báo cáo) công khai và riêng tư.",
"Can work with leads and deals and create private views (reports).","Có thể làm việc với khách hàng tiềm năng và giao dịch, đồng thời tạo các chế độ xem (báo cáo) riêng tư.",
No Activities,Không có hoạt động,
No Email Communications,Không có email trao đổi,
No Comments,Không có bình luận,
No Data,Không có dữ liệu,
No Call Logs,Không có nhật ký cuộc gọi,
No Notes,Không có ghi chú,
No Tasks,Không có công vụ,
No Attachments,Không có tệp đính kèm,
No WhatsApp Messages,Không có tin nhắn WhatsApp,
"This field is read only and cannot be edited.","Trường này chỉ được đọc và không thể chỉnh sửa.",
"Please setup default outgoing Email Account from Tools > Email Account","Vui lòng thiết lập tài khoản email gửi mặc định trong Công cụ > Tài khoản Email",
You have been invited to join {0},Bạn đã được mời tham gia {0},
